time, current_loop, loop_latency, logic_execution_time, conveyor_belt_engine_status(8), conveyor_belt_engine_mode(9), bottle_level_value(10), bottle_level_max(11), bottle_distance_to_filler_value(12), 
2022-09-16 11:14:41.010022, 1663319681000, 0, 8, 0.0, 3.0, 0.4266666666666668, 1.8, 0.0, 
2022-09-16 11:14:41.209299, 1663319681200, 0, 3, 0.0, 3.0, 0.45333333333333353, 1.8, 0.0, 
2022-09-16 11:14:41.414476, 1663319681400, 1, 13, 0.0, 3.0, 0.49333333333333357, 1.8, 0.0, 
2022-09-16 11:14:41.614088, 1663319681600, 0, 8, 0.0, 3.0, 0.5200000000000004, 1.8, 0.0, 
2022-09-16 11:14:41.823162, 1663319681800, 0, 14, 0.0, 3.0, 0.546666666666667, 1.8, 0.0, 
2022-09-16 11:14:42.012300, 1663319682000, 0, 3, 0.0, 3.0, 0.5733333333333337, 1.8, 0.0, 
2022-09-16 11:14:42.205871, 1663319682200, 1, 2, 0.0, 3.0, 0.586666666666667, 1.8, 0.0, 
2022-09-16 11:14:42.409563, 1663319682400, 1, 7, 0.0, 3.0, 0.6133333333333337, 1.8, 0.0, 
2022-09-16 11:14:42.604307, 1663319682600, 0, 2, 0.0, 3.0, 0.6533333333333338, 1.8, 0.0, 
2022-09-16 11:14:42.805828, 1663319682800, 0, 4, 0.0, 3.0, 0.6666666666666671, 1.8, 0.0, 
2022-09-16 11:14:43.005722, 1663319683000, 0, 3, 0.0, 3.0, 0.6933333333333338, 1.8, 0.0, 
2022-09-16 11:14:43.213825, 1663319683200, 1, 3, 0.0, 3.0, 0.7333333333333338, 1.8, 0.0, 
2022-09-16 11:14:43.411133, 1663319683400, 0, 5, 0.0, 3.0, 0.7466666666666671, 1.8, 0.0, 
2022-09-16 11:14:43.619949, 1663319683600, 1, 9, 0.0, 3.0, 0.7733333333333339, 1.8, 0.0, 
2022-09-16 11:14:43.848427, 1663319683800, 0, 45, 0.0, 3.0, 0.8133333333333339, 1.8, 0.0, 
2022-09-16 11:14:44.046381, 1663319684000, 10, 4, 0.0, 3.0, 0.8400000000000006, 1.8, 0.0, 
2022-09-16 11:14:44.238572, 1663319684200, 1, 8, 0.0, 3.0, 0.8666666666666673, 1.8, 0.0, 
2022-09-16 11:14:44.418277, 1663319684400, 0, 9, 0.0, 3.0, 0.8800000000000007, 1.8, 0.0, 
2022-09-16 11:14:44.610810, 1663319684600, 1, 3, 0.0, 3.0, 0.9066666666666673, 1.8, 0.0, 
2022-09-16 11:14:44.819448, 1663319684800, 1, 12, 0.0, 3.0, 0.933333333333334, 1.8, 0.0, 
2022-09-16 11:14:45.038430, 1663319685000, 3, 11, 0.0, 3.0, 0.973333333333334, 1.8, 0.0, 
2022-09-16 11:14:45.211875, 1663319685200, 1, 4, 0.0, 3.0, 0.9866666666666674, 1.8, 0.0, 
2022-09-16 11:14:45.408868, 1663319685400, 1, 4, 0.0, 3.0, 1.0133333333333339, 1.8, 0.0, 
2022-09-16 11:14:45.619112, 1663319685600, 0, 7, 0.0, 3.0, 1.0400000000000007, 1.8, 0.0, 
2022-09-16 11:14:45.820673, 1663319685800, 0, 13, 0.0, 3.0, 1.0666666666666673, 1.8, 0.0, 
2022-09-16 11:14:46.016997, 1663319686000, 2, 8, 0.0, 3.0, 1.093333333333334, 1.8, 0.0, 
2022-09-16 11:14:46.228783, 1663319686200, 4, 15, 0.0, 3.0, 1.1200000000000008, 1.8, 0.0, 
2022-09-16 11:14:46.418656, 1663319686400, 1, 4, 0.0, 3.0, 1.1466666666666674, 1.8, 0.0, 
2022-09-16 11:14:46.628438, 1663319686600, 0, 6, 0.0, 3.0, 1.1866666666666674, 1.8, 0.0, 
2022-09-16 11:14:46.808737, 1663319686800, 1, 6, 0.0, 3.0, 1.2000000000000008, 1.8, 0.0, 
2022-09-16 11:14:47.049092, 1663319687000, 0, 30, 0.0, 3.0, 1.2400000000000009, 1.8, 0.0, 
2022-09-16 11:14:47.214779, 1663319687200, 0, 9, 0.0, 3.0, 1.253333333333334, 1.8, 0.0, 
2022-09-16 11:14:47.406345, 1663319687400, 1, 3, 0.0, 3.0, 1.280000000000001, 1.8, 0.0, 
2022-09-16 11:14:47.613977, 1663319687600, 1, 3, 0.0, 3.0, 1.3066666666666675, 1.8, 0.0, 
2022-09-16 11:14:47.813472, 1663319687800, 1, 7, 0.0, 3.0, 1.3333333333333341, 1.8, 0.0, 
2022-09-16 11:14:48.030310, 1663319688000, 1, 5, 0.0, 3.0, 1.360000000000001, 1.8, 0.0, 
2022-09-16 11:14:48.225417, 1663319688200, 1, 5, 0.0, 3.0, 1.3866666666666676, 1.8, 0.0, 
2022-09-16 11:14:48.414035, 1663319688400, 0, 4, 0.0, 3.0, 1.4133333333333342, 1.8, 0.0, 
2022-09-16 11:14:48.611160, 1663319688600, 1, 2, 0.0, 3.0, 1.4533333333333343, 1.8, 0.0, 
2022-09-16 11:14:48.808480, 1663319688800, 2, 1, 0.0, 3.0, 1.4666666666666677, 1.8, 0.0, 
2022-09-16 11:14:49.016191, 1663319689000, 1, 4, 0.0, 3.0, 1.4933333333333343, 1.8, 0.0, 
2022-09-16 11:14:49.236043, 1663319689200, 1, 5, 0.0, 3.0, 1.5333333333333343, 1.8, 0.0, 
2022-09-16 11:14:49.417602, 1663319689400, 1, 13, 0.0, 3.0, 1.5466666666666677, 1.8, 0.0, 
2022-09-16 11:14:49.651516, 1663319689600, 1, 22, 0.0, 3.0, 1.5866666666666678, 1.8, 0.0, 
2022-09-16 11:14:49.809026, 1663319689800, 1, 2, 0.0, 3.0, 1.6000000000000012, 1.8, 0.0, 
2022-09-16 11:14:50.033996, 1663319690000, 1, 5, 0.0, 3.0, 1.6266666666666678, 1.8, 0.0, 
2022-09-16 11:14:50.221898, 1663319690200, 2, 7, 0.0, 3.0, 1.6533333333333344, 1.8, 0.0, 
2022-09-16 11:14:50.445778, 1663319690400, 1, 6, 0.0, 3.0, 1.6933333333333345, 1.8, 0.0, 
2022-09-16 11:14:50.627069, 1663319690600, 1, 9, 0.0, 3.0, 1.7066666666666679, 1.8, 0.0, 
2022-09-16 11:14:50.817327, 1663319690800, 4, 4, 0.0, 3.0, 1.7333333333333345, 1.8, 0.0, 
2022-09-16 11:14:51.025638, 1663319691000, 5, 10, 0.0, 3.0, 1.7600000000000013, 1.8, 0.0, 
2022-09-16 11:14:51.225345, 1663319691200, 1, 9, 0.0, 3.0, 1.786666666666668, 1.8, 0.0, 
2022-09-16 11:14:51.440575, 1663319691400, 1, 3, 0.0, 3.0, 1.826666666666668, 1.8, 0.0, 
2022-09-16 11:14:51.604791, 1663319691600, 1, 3, 0.0, 3.0, 1.8400000000000014, 1.8, 0.0, 
2022-09-16 11:14:51.828934, 1663319691800, 1, 6, 0.0, 3.0, 1.866666666666668, 1.8, 0.0, 
2022-09-16 11:14:52.028983, 1663319692000, 1, 22, 1.0, 3.0, 1.866666666666668, 1.8, 19.5, 
2022-09-16 11:14:52.248088, 1663319692200, 1, 31, 1.0, 3.0, 0.0, 1.8, 18.5, 
2022-09-16 11:14:52.428447, 1663319692400, 10, 14, 1.0, 3.0, 0.0, 1.8, 17.5, 
2022-09-16 11:14:52.615250, 1663319692600, 1, 13, 1.0, 3.0, 0.0, 1.8, 16.5, 
2022-09-16 11:14:52.813129, 1663319692800, 1, 2, 1.0, 3.0, 0.0, 1.8, 16.0, 
2022-09-16 11:14:53.006949, 1663319693000, 0, 6, 1.0, 3.0, 0.0, 1.8, 15.0, 
2022-09-16 11:14:53.210987, 1663319693200, 1, 6, 1.0, 3.0, 0.0, 1.8, 13.5, 
2022-09-16 11:14:53.413521, 1663319693400, 1, 3, 1.0, 3.0, 0.0, 1.8, 12.5, 
2022-09-16 11:14:53.603493, 1663319693600, 0, 1, 1.0, 3.0, 0.0, 1.8, 12.0, 
2022-09-16 11:14:53.803469, 1663319693800, 1, 2, 1.0, 3.0, 0.0, 1.8, 11.0, 
2022-09-16 11:14:54.021639, 1663319694000, 7, 6, 1.0, 3.0, 0.0, 1.8, 9.5, 
2022-09-16 11:14:54.207865, 1663319694200, 1, 5, 1.0, 3.0, 0.0, 1.8, 8.5, 
2022-09-16 11:14:54.417333, 1663319694400, 1, 4, 1.0, 3.0, 0.0, 1.8, 8.0, 
2022-09-16 11:14:54.606201, 1663319694600, 0, 5, 1.0, 3.0, 0.0, 1.8, 7.0, 
2022-09-16 11:14:54.806573, 1663319694800, 1, 2, 1.0, 3.0, 0.0, 1.2757, 6.0, 
2022-09-16 11:14:55.015703, 1663319695000, 1, 2, 1.0, 3.0, 0.0, 1.2757, 5.0, 
2022-09-16 11:14:55.207471, 1663319695200, 1, 3, 1.0, 3.0, 0.0, 1.2757, 4.0, 
2022-09-16 11:14:55.410339, 1663319695400, 1, 7, 1.0, 3.0, 0.0, 1.2757, 3.0, 
2022-09-16 11:14:55.607933, 1663319695600, 1, 5, 1.0, 3.0, 0.0, 1.2757, 2.0, 
2022-09-16 11:14:55.810892, 1663319695800, 1, 6, 0.0, 3.0, 0.0, 1.2757, 1.0, 
2022-09-16 11:14:56.012591, 1663319696000, 10, 2, 0.0, 3.0, 0.0, 1.2757, 1.0, 
2022-09-16 11:14:56.226231, 1663319696200, 1, 4, 0.0, 3.0, 0.02666666666666667, 1.2757, 1.0, 
2022-09-16 11:14:56.412342, 1663319696400, 1, 6, 0.0, 3.0, 0.04, 1.2757, 1.0, 
2022-09-16 11:14:56.611965, 1663319696600, 4, 4, 0.0, 3.0, 0.06666666666666667, 1.2757, 1.0, 
2022-09-16 11:14:56.820604, 1663319696800, 2, 3, 0.0, 3.0, 0.10666666666666665, 1.2757, 1.0, 
2022-09-16 11:14:57.023885, 1663319697000, 1, 14, 0.0, 3.0, 0.11999999999999998, 1.2757, 1.0, 
2022-09-16 11:14:57.213251, 1663319697200, 2, 5, 0.0, 3.0, 0.14666666666666664, 1.2757, 1.0, 
2022-09-16 11:14:57.424103, 1663319697400, 1, 3, 0.0, 3.0, 0.18666666666666665, 1.2757, 1.0, 
2022-09-16 11:14:57.617043, 1663319697600, 1, 4, 0.0, 3.0, 0.21333333333333335, 1.2757, 1.0, 
2022-09-16 11:14:57.808641, 1663319697800, 0, 4, 0.0, 3.0, 0.22666666666666668, 1.2757, 1.0, 
2022-09-16 11:14:58.078866, 1663319698000, 13, 62, 0.0, 3.0, 0.26666666666666666, 1.2757, 1.0, 
2022-09-16 11:14:58.225550, 1663319698200, 0, 11, 0.0, 3.0, 0.2933333333333334, 1.2757, 1.0, 
2022-09-16 11:14:58.446512, 1663319698400, 9, 26, 0.0, 3.0, 0.32000000000000006, 1.2757, 1.0, 
2022-09-16 11:14:58.618747, 1663319698600, 3, 6, 0.0, 3.0, 0.3333333333333334, 1.2757, 1.0, 
2022-09-16 11:14:58.840354, 1663319698800, 0, 5, 0.0, 3.0, 0.37333333333333346, 1.2757, 1.0, 
2022-09-16 11:14:59.082373, 1663319699000, 1, 15, 0.0, 3.0, 0.40000000000000013, 1.2757, 1.0, 
2022-09-16 11:14:59.208546, 1663319699200, 1, 5, 0.0, 3.0, 0.4133333333333335, 1.2757, 1.0, 
2022-09-16 11:14:59.407225, 1663319699400, 3, 3, 0.0, 3.0, 0.44000000000000017, 1.2757, 1.0, 
2022-09-16 11:14:59.608506, 1663319699600, 0, 3, 0.0, 3.0, 0.46666666666666684, 1.2757, 1.0, 
2022-09-16 11:14:59.832199, 1663319699800, 2, 20, 0.0, 3.0, 0.49333333333333357, 1.2757, 1.0, 
2022-09-16 11:15:00.015729, 1663319700000, 4, 11, 0.0, 3.0, 0.5333333333333337, 1.2757, 1.0, 
2022-09-16 11:15:00.224644, 1663319700200, 1, 11, 0.0, 3.0, 0.5600000000000004, 1.2757, 1.0, 
2022-09-16 11:15:00.408098, 1663319700400, 1, 4, 0.0, 3.0, 0.5733333333333337, 1.2757, 1.0, 
2022-09-16 11:15:00.612139, 1663319700600, 1, 4, 0.0, 3.0, 0.6000000000000004, 1.2757, 1.0, 
2022-09-16 11:15:00.812887, 1663319700800, 1, 6, 0.0, 3.0, 0.626666666666667, 1.2757, 1.0, 
2022-09-16 11:15:01.057068, 1663319701000, 7, 44, 0.0, 3.0, 0.6666666666666671, 1.2757, 1.0, 
2022-09-16 11:15:01.205441, 1663319701200, 1, 3, 0.0, 3.0, 0.6933333333333338, 1.2757, 1.0, 
2022-09-16 11:15:01.437418, 1663319701400, 2, 32, 0.0, 3.0, 0.7200000000000005, 1.2757, 1.0, 
2022-09-16 11:15:01.613901, 1663319701600, 0, 5, 0.0, 3.0, 0.7333333333333338, 1.2757, 1.0, 
2022-09-16 11:15:01.805946, 1663319701800, 1, 2, 0.0, 3.0, 0.7600000000000006, 1.2757, 1.0, 
2022-09-16 11:15:02.044023, 1663319702000, 1, 10, 0.0, 3.0, 0.8000000000000006, 1.2757, 1.0, 
2022-09-16 11:15:02.228004, 1663319702200, 1, 7, 0.0, 3.0, 0.8266666666666672, 1.2757, 1.0, 
2022-09-16 11:15:02.407664, 1663319702400, 1, 2, 0.0, 3.0, 0.8400000000000006, 1.2757, 1.0, 
2022-09-16 11:15:02.644547, 1663319702600, 1, 40, 0.0, 3.0, 0.8800000000000007, 1.2757, 1.0, 
2022-09-16 11:15:02.828780, 1663319702800, 1, 26, 0.0, 3.0, 0.9066666666666673, 1.2757, 1.0, 
2022-09-16 11:15:03.019676, 1663319703000, 0, 19, 0.0, 3.0, 0.933333333333334, 1.2757, 1.0, 
2022-09-16 11:15:03.220202, 1663319703200, 1, 6, 0.0, 3.0, 0.9466666666666673, 1.2757, 1.0, 
2022-09-16 11:15:03.415238, 1663319703400, 3, 5, 0.0, 3.0, 0.9866666666666674, 1.2757, 1.0, 
2022-09-16 11:15:03.612792, 1663319703600, 0, 2, 0.0, 3.0, 1.0133333333333339, 1.2757, 1.0, 
2022-09-16 11:15:03.816698, 1663319703800, 1, 8, 0.0, 3.0, 1.0266666666666673, 1.2757, 1.0, 
2022-09-16 11:15:04.054423, 1663319704000, 1, 27, 0.0, 3.0, 1.053333333333334, 1.2757, 1.0, 
2022-09-16 11:15:04.242919, 1663319704200, 1, 10, 0.0, 3.0, 1.093333333333334, 1.2757, 1.0, 
2022-09-16 11:15:04.431093, 1663319704400, 1, 5, 0.0, 3.0, 1.1200000000000008, 1.2757, 1.0, 
2022-09-16 11:15:04.608388, 1663319704600, 1, 3, 0.0, 3.0, 1.133333333333334, 1.2757, 1.0, 
2022-09-16 11:15:04.855808, 1663319704800, 2, 48, 0.0, 3.0, 1.173333333333334, 1.2757, 1.0, 
2022-09-16 11:15:05.056472, 1663319705000, 1, 25, 0.0, 3.0, 1.2000000000000008, 1.2757, 1.0, 
2022-09-16 11:15:05.207419, 1663319705200, 0, 3, 0.0, 3.0, 1.213333333333334, 1.2757, 1.0, 
2022-09-16 11:15:05.428214, 1663319705400, 1, 12, 0.0, 3.0, 1.253333333333334, 1.2757, 1.0, 
2022-09-16 11:15:05.606901, 1663319705600, 1, 5, 0.0, 3.0, 1.2666666666666675, 1.2757, 1.0, 
2022-09-16 11:15:05.848481, 1663319705800, 1, 5, 0.0, 3.0, 1.3066666666666675, 1.2757, 1.0, 
2022-09-16 11:15:06.019855, 1663319706000, 1, 5, 0.0, 3.0, 1.320000000000001, 1.2757, 1.0, 
2022-09-16 11:15:06.229172, 1663319706200, 3, 11, 1.0, 3.0, 1.320000000000001, 1.2757, 0.5, 
2022-09-16 11:15:06.403217, 1663319706400, 0, 2, 1.0, 3.0, 1.320000000000001, 1.2757, 0.0, 
2022-09-16 11:15:06.615943, 1663319706600, 1, 3, 1.0, 3.0, 0.0, 1.2757, 18.5, 
2022-09-16 11:15:06.822676, 1663319706800, 0, 4, 1.0, 3.0, 0.0, 1.2757, 17.5, 
2022-09-16 11:15:07.024022, 1663319707000, 0, 17, 1.0, 3.0, 0.0, 1.2757, 17.0, 
2022-09-16 11:15:07.238872, 1663319707200, 0, 33, 1.0, 3.0, 0.0, 1.2757, 15.5, 
2022-09-16 11:15:07.409673, 1663319707400, 0, 6, 1.0, 3.0, 0.0, 1.2757, 14.5, 
2022-09-16 11:15:07.607634, 1663319707600, 1, 2, 1.0, 3.0, 0.0, 1.2757, 14.0, 
2022-09-16 11:15:07.818258, 1663319707800, 0, 6, 1.0, 3.0, 0.0, 1.2757, 13.0, 
2022-09-16 11:15:08.059533, 1663319708000, 0, 29, 1.0, 3.0, 0.0, 1.2757, 11.5, 
2022-09-16 11:15:08.244245, 1663319708200, 0, 12, 1.0, 3.0, 0.0, 1.2757, 10.5, 
2022-09-16 11:15:08.414067, 1663319708400, 1, 7, 1.0, 3.0, 0.0, 1.2757, 10.0, 
2022-09-16 11:15:08.638559, 1663319708600, 1, 10, 1.0, 3.0, 0.0, 1.2757, 8.5, 
2022-09-16 11:15:08.816158, 1663319708800, 1, 10, 1.0, 3.0, 0.0, 1.2757, 8.0, 
2022-09-16 11:15:09.023314, 1663319709000, 0, 6, 1.0, 3.0, 0.0, 1.2757, 7.0, 
2022-09-16 11:15:09.217249, 1663319709200, 1, 2, 1.0, 3.0, 0.0, 1.2757, 5.5, 
2022-09-16 11:15:09.405003, 1663319709400, 1, 3, 1.0, 3.0, 0.0, 1.2757, 5.0, 
2022-09-16 11:15:09.609318, 1663319709600, 1, 4, 1.0, 3.0, 0.0, 1.2757, 4.0, 
2022-09-16 11:15:09.807899, 1663319709800, 0, 4, 1.0, 3.0, 0.0, 1.2757, 3.0, 
2022-09-16 11:15:10.025954, 1663319710000, 0, 23, 1.0, 3.0, 0.0, 1.2757, 1.5, 
2022-09-16 11:15:10.220981, 1663319710200, 1, 10, 0.0, 3.0, 0.0, 1.2757, 1.0, 
2022-09-16 11:15:10.437248, 1663319710400, 1, 12, 0.0, 3.0, 0.0, 1.2757, 1.0, 
2022-09-16 11:15:10.615975, 1663319710600, 1, 3, 0.0, 3.0, 0.013333333333333334, 1.2757, 1.0, 
2022-09-16 11:15:10.812937, 1663319710800, 2, 5, 0.0, 3.0, 0.02666666666666667, 1.2757, 1.0, 
2022-09-16 11:15:11.023975, 1663319711000, 1, 17, 0.0, 3.0, 0.06666666666666667, 1.2757, 1.0, 
2022-09-16 11:15:11.214213, 1663319711200, 0, 6, 0.0, 3.0, 0.08, 1.2757, 1.0, 
2022-09-16 11:15:11.422373, 1663319711400, 1, 10, 0.0, 3.0, 0.10666666666666665, 1.2757, 1.0, 
2022-09-16 11:15:11.609544, 1663319711600, 1, 4, 0.0, 3.0, 0.1333333333333333, 1.2757, 1.0, 
2022-09-16 11:15:11.817899, 1663319711800, 1, 7, 0.0, 3.0, 0.15999999999999998, 1.2757, 1.0, 
2022-09-16 11:15:12.065277, 1663319712000, 25, 35, 0.0, 3.0, 0.19999999999999998, 1.2757, 1.0, 
2022-09-16 11:15:12.215281, 1663319712200, 1, 6, 0.0, 3.0, 0.21333333333333335, 1.2757, 1.0, 
2022-09-16 11:15:12.409846, 1663319712400, 1, 6, 0.0, 3.0, 0.24000000000000002, 1.2757, 1.0, 
2022-09-16 11:15:12.607435, 1663319712600, 1, 4, 0.0, 3.0, 0.26666666666666666, 1.2757, 1.0, 
2022-09-16 11:15:12.829220, 1663319712800, 3, 7, 0.0, 3.0, 0.3066666666666667, 1.2757, 1.0, 
2022-09-16 11:15:13.026126, 1663319713000, 1, 7, 0.0, 3.0, 0.32000000000000006, 1.2757, 1.0, 
2022-09-16 11:15:13.227798, 1663319713200, 1, 11, 0.0, 3.0, 0.34666666666666673, 1.2757, 1.0, 
2022-09-16 11:15:13.420699, 1663319713400, 1, 10, 0.0, 3.0, 0.38666666666666677, 1.2757, 1.0, 
2022-09-16 11:15:13.618095, 1663319713600, 1, 8, 0.0, 3.0, 0.40000000000000013, 1.2757, 1.0, 
2022-09-16 11:15:13.831384, 1663319713800, 1, 11, 0.0, 3.0, 0.44000000000000017, 1.2757, 1.0, 
2022-09-16 11:15:14.015255, 1663319714000, 1, 5, 0.0, 3.0, 0.45333333333333353, 1.2757, 1.0, 
2022-09-16 11:15:14.241227, 1663319714200, 1, 10, 0.0, 3.0, 0.49333333333333357, 1.2757, 1.0, 
2022-09-16 11:15:14.416788, 1663319714400, 0, 8, 0.0, 3.0, 0.5066666666666669, 1.2757, 1.0, 
2022-09-16 11:15:14.638237, 1663319714600, 1, 17, 0.0, 3.0, 0.546666666666667, 1.2757, 1.0, 
2022-09-16 11:15:14.835369, 1663319714800, 1, 9, 0.0, 3.0, 0.5600000000000004, 1.2757, 1.0, 
2022-09-16 11:15:15.052509, 1663319715000, 1, 11, 0.0, 3.0, 0.6000000000000004, 1.2757, 1.0, 
2022-09-16 11:15:15.217690, 1663319715200, 1, 11, 0.0, 3.0, 0.6133333333333337, 1.2757, 1.0, 
2022-09-16 11:15:15.444972, 1663319715400, 1, 41, 0.0, 3.0, 0.6533333333333338, 1.2757, 1.0, 
2022-09-16 11:15:15.617310, 1663319715600, 5, 6, 0.0, 3.0, 0.6666666666666671, 1.2757, 1.0, 
2022-09-16 11:15:15.806592, 1663319715800, 2, 3, 0.0, 3.0, 0.6933333333333338, 1.2757, 1.0, 
2022-09-16 11:15:16.057160, 1663319716000, 4, 18, 0.0, 3.0, 0.7333333333333338, 1.2757, 1.0, 
2022-09-16 11:15:16.234542, 1663319716200, 0, 8, 0.0, 3.0, 0.7600000000000006, 1.2757, 1.0, 
2022-09-16 11:15:16.432689, 1663319716400, 1, 20, 0.0, 3.0, 0.7733333333333339, 1.2757, 1.0, 
2022-09-16 11:15:16.608423, 1663319716600, 1, 4, 0.0, 3.0, 0.8000000000000006, 1.2757, 1.0, 
2022-09-16 11:15:16.816035, 1663319716800, 1, 5, 0.0, 3.0, 0.8266666666666672, 1.2757, 1.0, 
2022-09-16 11:15:17.028489, 1663319717000, 0, 17, 0.0, 3.0, 0.8533333333333339, 1.2757, 1.0, 
2022-09-16 11:15:17.251431, 1663319717200, 0, 9, 0.0, 3.0, 0.893333333333334, 1.2757, 1.0, 
2022-09-16 11:15:17.421796, 1663319717400, 1, 9, 0.0, 3.0, 0.9066666666666673, 1.2757, 1.0, 
2022-09-16 11:15:17.622004, 1663319717600, 0, 9, 0.0, 3.0, 0.933333333333334, 1.2757, 1.0, 
2022-09-16 11:15:17.815775, 1663319717800, 0, 6, 0.0, 3.0, 0.9600000000000007, 1.2757, 1.0, 
2022-09-16 11:15:18.038278, 1663319718000, 0, 15, 0.0, 3.0, 1.0000000000000007, 1.2757, 1.0, 
2022-09-16 11:15:18.216556, 1663319718200, 1, 6, 0.0, 3.0, 1.0133333333333339, 1.2757, 1.0, 
2022-09-16 11:15:18.432849, 1663319718400, 1, 8, 0.0, 3.0, 1.053333333333334, 1.2757, 1.0, 
2022-09-16 11:15:18.614486, 1663319718600, 1, 5, 0.0, 3.0, 1.0666666666666673, 1.2757, 1.0, 
2022-09-16 11:15:18.836616, 1663319718800, 1, 18, 0.0, 3.0, 1.1066666666666674, 1.2757, 1.0, 
2022-09-16 11:15:19.068950, 1663319719000, 8, 45, 0.0, 3.0, 1.133333333333334, 1.2757, 1.0, 
2022-09-16 11:15:19.234502, 1663319719200, 1, 8, 0.0, 3.0, 1.1600000000000008, 1.2757, 1.0, 
2022-09-16 11:15:19.421163, 1663319719400, 4, 6, 0.0, 3.0, 1.1866666666666674, 1.2757, 1.0, 
2022-09-16 11:15:19.613854, 1663319719600, 0, 4, 0.0, 3.0, 1.2000000000000008, 1.2757, 1.0, 
2022-09-16 11:15:19.825684, 1663319719800, 1, 13, 0.0, 3.0, 1.2266666666666675, 1.2757, 1.0, 
2022-09-16 11:15:20.015822, 1663319720000, 1, 9, 0.0, 3.0, 1.253333333333334, 1.2757, 1.0, 
2022-09-16 11:15:20.223808, 1663319720200, 1, 6, 0.0, 3.0, 1.280000000000001, 1.2757, 1.0, 
2022-09-16 11:15:20.440941, 1663319720400, 1, 8, 0.0, 3.0, 1.320000000000001, 1.2757, 1.0, 
2022-09-16 11:15:20.617681, 1663319720600, 2, 4, 0.0, 3.0, 1.3333333333333341, 1.2757, 1.0, 
2022-09-16 11:15:20.817594, 1663319720800, 1, 9, 1.0, 3.0, 1.3333333333333341, 1.2757, 1.0, 
2022-09-16 11:15:21.026951, 1663319721000, 2, 8, 1.0, 3.0, 1.3333333333333341, 1.2757, 0.0, 
2022-09-16 11:15:21.208885, 1663319721200, 0, 3, 1.0, 3.0, 0.0, 1.2757, 19.0, 
2022-09-16 11:15:21.415955, 1663319721400, 0, 11, 1.0, 3.0, 0.0, 1.2757, 17.5, 
2022-09-16 11:15:21.614210, 1663319721600, 1, 7, 1.0, 3.0, 0.0, 1.2757, 16.5, 
2022-09-16 11:15:21.843181, 1663319721800, 5, 6, 1.0, 3.0, 0.0, 1.2757, 15.5, 
2022-09-16 11:15:22.039832, 1663319722000, 1, 8, 1.0, 3.0, 0.0, 1.2757, 15.0, 
2022-09-16 11:15:22.217620, 1663319722200, 0, 5, 1.0, 3.0, 0.0, 1.2757, 13.5, 
2022-09-16 11:15:22.412463, 1663319722400, 1, 3, 1.0, 3.0, 0.0, 1.2757, 13.0, 
2022-09-16 11:15:22.616108, 1663319722600, 2, 6, 1.0, 3.0, 0.0, 1.2757, 12.0, 
2022-09-16 11:15:22.813917, 1663319722800, 3, 4, 1.0, 3.0, 0.0, 1.2757, 10.5, 
2022-09-16 11:15:23.032556, 1663319723000, 2, 9, 1.0, 3.0, 0.0, 1.2757, 10.0, 
2022-09-16 11:15:23.215289, 1663319723200, 1, 9, 1.0, 3.0, 0.0, 1.2757, 9.0, 
